request_id,citizen_id,request_timestamp,service_type,documents_submitted,wait_time_minutes,audit_outcome,audit_completion_date,final_decision_amount,closure_reason
7262,85319,2023-01-18T22:00:00,BIRTH_CERT,4,13,passed,2023-03-02T22:00:00,0.58,
7263,68643,2023-01-28T20:00:00,ID_RENEWAL,7,72,passed,2023-02-28T20:00:00,23.07,
7264,52734,2023-02-28T18:00:00,BIRTH_CERT,2,114,passed,2023-03-08T18:00:00,73.91,
7265,85919,2023-06-16T00:00:00,FAMILY_STATUS,9,98,passed,2023-07-11T00:00:00,144.86,
7266,57752,2023-12-29T22:00:00,BUSINESS_PERMIT,6,137,passed,2024-02-07T22:00:00,37.64,
7267,43523,2024-01-30T23:00:00,BUSINESS_PERMIT,12,86,passed,2024-02-21T23:00:00,112.94,
7268,10947,2024-06-06T03:00:00,BUSINESS_PERMIT,3,106,passed,2024-06-20T03:00:00,102.79,
7269,70863,2024-01-20T22:00:00,ID_RENEWAL,11,172,passed,2024-03-05T22:00:00,11.79,
7270,65551,2023-08-12T00:00:00,TAX_CERT,8,161,flagged,2023-10-05T00:00:00,944.8,AUDIT_DONE
7271,21122,2023-09-13T22:00:00,BIRTH_CERT,3,84,passed,2023-09-27T22:00:00,106.22,
7272,22500,2023-04-30T05:00:00,BIRTH_CERT,12,113,passed,2023-05-30T05:00:00,19.7,
7273,66981,2023-01-31T14:00:00,ID_RENEWAL,9,69,passed,2023-03-08T14:00:00,52.65,
7274,63909,2023-03-04T08:00:00,FAMILY_STATUS,11,36,flagged,2023-04-08T08:00:00,1214.25,AUDIT_DONE
7275,49495,2024-05-23T02:00:00,BUSINESS_PERMIT,3,87,passed,2024-07-03T02:00:00,174.9,
7276,12338,2023-12-28T02:00:00,ID_RENEWAL,10,101,passed,2024-02-12T02:00:00,114.73,
7277,49413,2023-09-28T00:00:00,FAMILY_STATUS,12,151,rejected,2023-11-15T00:00:00,16.74,AUDIT_DONE
7278,42265,2024-03-08T05:00:00,BIRTH_CERT,11,96,passed,2024-04-06T05:00:00,21.91,
7279,16311,2024-04-12T23:00:00,BUSINESS_PERMIT,4,150,rejected,2024-06-01T23:00:00,39.69,AUDIT_DONE
7280,94445,2024-02-18T12:00:00,FAMILY_STATUS,12,103,passed,2024-03-12T12:00:00,140.31,
7281,87230,2023-07-06T00:00:00,BIRTH_CERT,4,27,flagged,2023-08-12T00:00:00,1719.62,AUDIT_DONE
7282,46366,2024-05-20T00:00:00,FAMILY_STATUS,7,89,flagged,2024-06-04T00:00:00,878.84,AUDIT_DONE
7283,98553,2023-03-01T15:00:00,BIRTH_CERT,8,141,passed,2023-03-10T15:00:00,44.75,
7284,70230,2024-03-07T23:00:00,ID_RENEWAL,9,13,flagged,2024-03-23T23:00:00,1482.58,AUDIT_DONE
7285,56940,2024-03-04T13:00:00,TAX_CERT,3,53,flagged,2024-03-25T13:00:00,1528.7,AUDIT_DONE
7286,64612,2024-03-05T00:00:00,FAMILY_STATUS,2,119,rejected,2024-03-23T00:00:00,47.91,AUDIT_DONE
7287,34892,2023-12-10T16:00:00,FAMILY_STATUS,2,53,passed,2023-12-23T16:00:00,193.97,
7288,82199,2023-09-24T04:00:00,TAX_CERT,8,2,passed,2023-11-23T04:00:00,197.46,
7289,31767,2023-08-07T06:00:00,FAMILY_STATUS,11,34,passed,2023-08-17T06:00:00,181.42,
7290,69397,2023-08-17T01:00:00,ID_RENEWAL,5,103,passed,2023-10-12T01:00:00,61.77,
7291,76465,2024-01-17T07:00:00,TAX_CERT,4,29,flagged,2024-02-11T07:00:00,1208.15,AUDIT_DONE
7292,23958,2023-11-28T13:00:00,BIRTH_CERT,3,143,flagged,2024-01-17T13:00:00,1207.38,AUDIT_DONE
7293,55170,2023-09-22T17:00:00,TAX_CERT,4,61,passed,2023-10-06T17:00:00,112.54,
7294,35441,2024-02-29T08:00:00,BIRTH_CERT,6,134,passed,2024-03-31T08:00:00,12.63,
7295,82362,2023-08-03T22:00:00,BIRTH_CERT,1,54,rejected,2023-09-06T22:00:00,8.05,AUDIT_DONE
7296,53831,2023-02-17T14:00:00,FAMILY_STATUS,1,25,passed,2023-03-01T14:00:00,173.87,
7297,58192,2024-05-16T08:00:00,ID_RENEWAL,11,23,flagged,2024-07-10T08:00:00,1937.5,AUDIT_DONE
7298,48058,2023-07-02T03:00:00,ID_RENEWAL,9,140,passed,2023-07-21T03:00:00,177.51,
7299,54808,2023-03-21T15:00:00,FAMILY_STATUS,10,19,passed,2023-05-11T15:00:00,60.82,
7300,29731,2024-04-29T13:00:00,FAMILY_STATUS,12,100,rejected,2024-05-30T13:00:00,37.76,AUDIT_DONE
7301,15662,2023-07-26T13:00:00,TAX_CERT,8,27,passed,2023-08-10T13:00:00,24.57,
7302,54667,2023-11-09T11:00:00,BUSINESS_PERMIT,12,123,passed,2023-12-14T11:00:00,24.43,
7303,34237,2023-12-19T19:00:00,FAMILY_STATUS,12,45,passed,2024-01-03T19:00:00,1.16,
7304,39883,2023-07-02T04:00:00,TAX_CERT,4,116,passed,2023-07-28T04:00:00,198.27,
7305,91291,2023-07-17T23:00:00,BUSINESS_PERMIT,12,92,rejected,2023-09-01T23:00:00,40.55,AUDIT_DONE
7306,31193,2023-06-13T02:00:00,BUSINESS_PERMIT,2,18,passed,2023-07-29T02:00:00,191.71,
7307,71755,2023-01-09T19:00:00,BUSINESS_PERMIT,11,149,passed,2023-03-08T19:00:00,11.11,
7308,22246,2023-09-20T04:00:00,BUSINESS_PERMIT,1,163,rejected,2023-10-04T04:00:00,34.92,AUDIT_DONE
7309,99263,2023-09-09T02:00:00,FAMILY_STATUS,1,20,passed,2023-09-17T02:00:00,173.68,
7310,86729,2024-02-06T01:00:00,FAMILY_STATUS,1,85,passed,2024-03-03T01:00:00,184.7,
7311,81867,2024-02-01T13:00:00,BIRTH_CERT,9,103,flagged,2024-02-20T13:00:00,906.74,AUDIT_DONE
7312,79376,2024-01-02T06:00:00,TAX_CERT,8,176,passed,2024-02-27T06:00:00,27.09,
7313,50304,2023-07-07T23:00:00,FAMILY_STATUS,10,3,passed,2023-07-25T23:00:00,157.85,
7314,70640,2023-01-23T15:00:00,BUSINESS_PERMIT,7,154,flagged,2023-02-21T15:00:00,1653.03,AUDIT_DONE
7315,82630,2024-02-13T10:00:00,BIRTH_CERT,5,55,passed,2024-03-01T10:00:00,192.52,
7316,48724,2023-04-13T08:00:00,FAMILY_STATUS,7,61,flagged,2023-05-31T08:00:00,999.43,AUDIT_DONE
7317,19990,2023-08-31T08:00:00,BUSINESS_PERMIT,8,67,passed,2023-09-11T08:00:00,136.09,
7318,25799,2023-02-04T23:00:00,BIRTH_CERT,9,68,passed,2023-03-26T23:00:00,93.1,
7319,93146,2023-06-11T04:00:00,BIRTH_CERT,3,55,passed,2023-07-05T04:00:00,53.31,
7320,56543,2023-10-24T08:00:00,BUSINESS_PERMIT,8,171,flagged,2023-12-03T08:00:00,1443.04,AUDIT_DONE
7321,58231,2023-11-14T09:00:00,BUSINESS_PERMIT,6,21,passed,2023-12-31T09:00:00,35.42,
7322,17268,2023-05-24T19:00:00,BUSINESS_PERMIT,12,151,passed,2023-07-15T19:00:00,26.5,
7323,26993,2023-03-07T07:00:00,BUSINESS_PERMIT,4,149,passed,2023-04-17T07:00:00,46.86,
7324,88784,2024-02-17T09:00:00,FAMILY_STATUS,11,102,passed,2024-03-08T09:00:00,153.22,
7325,84855,2023-11-27T08:00:00,ID_RENEWAL,6,164,rejected,2024-01-19T08:00:00,44.82,AUDIT_DONE
7326,93695,2023-08-01T14:00:00,TAX_CERT,3,3,flagged,2023-09-05T14:00:00,1752.77,AUDIT_DONE
7327,90198,2023-03-03T19:00:00,TAX_CERT,11,118,passed,2023-04-18T19:00:00,48.24,
7328,37800,2023-09-19T12:00:00,BIRTH_CERT,9,102,passed,2023-10-17T12:00:00,142.88,
7329,81959,2023-04-29T19:00:00,TAX_CERT,2,169,flagged,2023-05-18T19:00:00,1498.63,AUDIT_DONE
7330,52003,2024-06-13T21:00:00,ID_RENEWAL,10,22,passed,2024-08-05T21:00:00,144.25,
7331,54528,2024-03-29T07:00:00,ID_RENEWAL,10,129,passed,2024-04-25T07:00:00,127.71,
7332,44750,2024-01-07T01:00:00,BUSINESS_PERMIT,7,131,passed,2024-01-19T01:00:00,18.78,
7333,31107,2023-05-17T14:00:00,ID_RENEWAL,9,86,passed,2023-06-19T14:00:00,196.06,
7334,50601,2024-04-25T22:00:00,TAX_CERT,7,42,passed,2024-05-13T22:00:00,175.11,
7335,55994,2024-06-01T03:00:00,ID_RENEWAL,5,69,flagged,2024-07-30T03:00:00,1291.44,AUDIT_DONE
7336,48804,2023-10-02T18:00:00,FAMILY_STATUS,10,116,passed,2023-10-13T18:00:00,130.04,
7337,53731,2024-01-30T23:00:00,ID_RENEWAL,4,63,passed,2024-02-24T23:00:00,64.29,
7338,78319,2023-04-02T04:00:00,BIRTH_CERT,11,37,passed,2023-05-22T04:00:00,181.51,
7339,89513,2023-11-01T17:00:00,TAX_CERT,2,53,passed,2023-11-30T17:00:00,194.38,
7340,29924,2023-02-27T17:00:00,TAX_CERT,10,134,passed,2023-04-11T17:00:00,46.84,
7341,75510,2023-06-05T22:00:00,BUSINESS_PERMIT,1,43,flagged,2023-06-16T22:00:00,1907.28,AUDIT_DONE
7342,62934,2024-02-22T18:00:00,BIRTH_CERT,8,12,flagged,2024-04-12T18:00:00,1899.22,AUDIT_DONE
7343,68768,2023-07-26T22:00:00,FAMILY_STATUS,9,41,passed,2023-08-28T22:00:00,75.63,
7344,73026,2023-03-03T21:00:00,BUSINESS_PERMIT,1,171,passed,2023-04-21T21:00:00,189.01,
7345,97258,2023-08-15T10:00:00,BIRTH_CERT,12,76,passed,2023-09-14T10:00:00,81.9,
7346,34759,2023-12-25T18:00:00,ID_RENEWAL,1,30,passed,2024-01-22T18:00:00,43.48,
7347,43875,2023-05-02T05:00:00,BUSINESS_PERMIT,6,57,passed,2023-06-05T05:00:00,199.17,
7348,66974,2024-03-15T18:00:00,FAMILY_STATUS,4,120,passed,2024-04-12T18:00:00,95.11,
7349,25665,2023-10-25T00:00:00,ID_RENEWAL,4,162,passed,2023-11-12T00:00:00,103.0,
7350,59149,2023-09-24T10:00:00,FAMILY_STATUS,12,127,passed,2023-10-23T10:00:00,177.95,
7351,95044,2023-08-21T05:00:00,BIRTH_CERT,2,102,flagged,2023-10-14T05:00:00,1924.47,AUDIT_DONE
7352,47374,2023-11-29T11:00:00,FAMILY_STATUS,6,1,passed,2024-01-13T11:00:00,164.76,
7353,29502,2023-01-15T11:00:00,BIRTH_CERT,9,54,flagged,2023-02-01T11:00:00,864.54,AUDIT_DONE
7354,79740,2024-05-29T09:00:00,BIRTH_CERT,10,148,passed,2024-06-14T09:00:00,190.38,
7355,92893,2024-02-21T12:00:00,FAMILY_STATUS,9,149,passed,2024-03-24T12:00:00,19.59,
7356,51158,2023-07-04T16:00:00,TAX_CERT,6,73,rejected,2023-07-13T16:00:00,36.71,AUDIT_DONE
7357,22530,2023-08-05T23:00:00,BUSINESS_PERMIT,7,27,rejected,2023-09-29T23:00:00,43.41,AUDIT_DONE
7358,28258,2023-08-28T20:00:00,ID_RENEWAL,8,5,passed,2023-09-20T20:00:00,32.37,
7359,10610,2023-02-16T21:00:00,BUSINESS_PERMIT,11,90,passed,2023-03-13T21:00:00,129.97,
7360,16180,2023-08-21T19:00:00,FAMILY_STATUS,8,122,flagged,2023-09-02T19:00:00,1415.12,AUDIT_DONE
7361,57026,2024-06-04T11:00:00,FAMILY_STATUS,10,26,rejected,2024-06-12T11:00:00,38.61,AUDIT_DONE
7362,23729,2023-06-24T09:00:00,FAMILY_STATUS,9,115,passed,2023-07-20T09:00:00,126.6,
7363,77920,2024-05-26T03:00:00,BUSINESS_PERMIT,5,2,passed,2024-07-22T03:00:00,171.91,
7364,87173,2024-05-14T18:00:00,TAX_CERT,6,20,passed,2024-06-29T18:00:00,188.24,
7365,14439,2023-05-18T18:00:00,ID_RENEWAL,2,166,passed,2023-07-01T18:00:00,126.38,
7366,62925,2024-02-12T17:00:00,TAX_CERT,9,73,passed,2024-03-20T17:00:00,61.63,
7367,94033,2023-08-24T00:00:00,BIRTH_CERT,10,178,rejected,2023-09-30T00:00:00,29.09,AUDIT_DONE
7368,75704,2023-04-13T09:00:00,FAMILY_STATUS,2,81,passed,2023-05-01T09:00:00,162.08,
7369,66809,2023-05-22T14:00:00,FAMILY_STATUS,7,126,flagged,2023-06-04T14:00:00,1348.07,AUDIT_DONE
7370,82851,2023-09-05T14:00:00,FAMILY_STATUS,5,105,flagged,2023-10-10T14:00:00,1715.99,AUDIT_DONE
7371,18921,2024-03-05T06:00:00,ID_RENEWAL,11,114,passed,2024-04-06T06:00:00,59.31,
7372,50725,2023-04-07T12:00:00,ID_RENEWAL,9,95,passed,2023-04-22T12:00:00,74.31,
7373,51223,2024-05-21T03:00:00,BUSINESS_PERMIT,7,134,passed,2024-06-07T03:00:00,98.14,
7374,20732,2023-09-11T08:00:00,ID_RENEWAL,12,53,passed,2023-09-25T08:00:00,17.56,
7375,84922,2023-06-19T21:00:00,ID_RENEWAL,9,134,passed,2023-07-13T21:00:00,23.44,
7376,20704,2023-10-04T02:00:00,BUSINESS_PERMIT,1,22,passed,2023-12-01T02:00:00,25.85,
7377,72268,2023-11-09T14:00:00,BIRTH_CERT,5,180,passed,2023-12-29T14:00:00,199.05,
7378,17404,2024-03-22T03:00:00,TAX_CERT,10,71,flagged,2024-04-30T03:00:00,1026.58,AUDIT_DONE
7379,72631,2023-03-11T05:00:00,ID_RENEWAL,5,83,flagged,2023-04-03T05:00:00,1446.83,AUDIT_DONE
7380,94378,2024-06-05T00:00:00,FAMILY_STATUS,12,128,passed,2024-07-15T00:00:00,36.09,
7381,45980,2024-04-04T08:00:00,TAX_CERT,12,50,passed,2024-05-02T08:00:00,57.62,
7382,92482,2023-11-14T21:00:00,FAMILY_STATUS,8,16,rejected,2023-11-27T21:00:00,19.31,AUDIT_DONE
7383,73411,2023-10-27T12:00:00,TAX_CERT,7,112,passed,2023-11-03T12:00:00,26.32,
7384,94928,2024-04-15T04:00:00,BUSINESS_PERMIT,3,61,flagged,2024-05-25T04:00:00,1664.2,AUDIT_DONE
7385,46259,2023-01-27T16:00:00,FAMILY_STATUS,7,178,passed,2023-02-22T16:00:00,165.55,
7386,84655,2023-08-25T18:00:00,ID_RENEWAL,8,93,flagged,2023-09-12T18:00:00,856.16,AUDIT_DONE
7387,16018,2023-07-25T16:00:00,TAX_CERT,12,83,passed,2023-09-02T16:00:00,171.4,
7388,27285,2023-11-07T08:00:00,BUSINESS_PERMIT,1,40,passed,2023-12-28T08:00:00,40.03,
7389,70004,2023-10-10T19:00:00,BIRTH_CERT,5,28,passed,2023-11-04T19:00:00,135.7,
7390,92966,2023-02-26T08:00:00,BIRTH_CERT,5,117,passed,2023-04-05T08:00:00,69.24,
7391,26930,2023-06-20T12:00:00,TAX_CERT,11,5,flagged,2023-07-31T12:00:00,1317.55,AUDIT_DONE
7392,87866,2024-06-13T04:00:00,BUSINESS_PERMIT,1,175,passed,2024-07-01T04:00:00,136.39,
7393,45139,2023-01-09T13:00:00,BUSINESS_PERMIT,11,124,flagged,2023-02-25T13:00:00,1462.72,AUDIT_DONE
7394,32287,2023-11-18T20:00:00,ID_RENEWAL,6,52,passed,2023-12-06T20:00:00,29.49,
7395,51975,2023-05-11T16:00:00,BIRTH_CERT,9,27,passed,2023-07-07T16:00:00,4.18,
7396,49973,2023-08-11T05:00:00,FAMILY_STATUS,12,39,passed,2023-09-01T05:00:00,98.98,
7397,78818,2023-05-22T08:00:00,ID_RENEWAL,2,101,flagged,2023-07-03T08:00:00,1418.9,AUDIT_DONE
7398,31856,2023-09-18T17:00:00,TAX_CERT,10,166,passed,2023-11-06T17:00:00,108.39,
7399,65702,2023-08-08T21:00:00,BUSINESS_PERMIT,4,33,passed,2023-09-03T21:00:00,187.89,
7400,22295,2023-05-03T19:00:00,BIRTH_CERT,10,146,passed,2023-06-24T19:00:00,9.08,
7401,51681,2024-02-14T06:00:00,TAX_CERT,3,29,passed,2024-04-09T06:00:00,45.36,
7402,27200,2023-03-24T08:00:00,TAX_CERT,6,170,passed,2023-04-28T08:00:00,60.38,
7403,99301,2024-05-04T00:00:00,BIRTH_CERT,12,14,flagged,2024-06-19T00:00:00,1988.64,AUDIT_DONE
7404,99509,2024-05-19T08:00:00,BUSINESS_PERMIT,5,43,rejected,2024-07-04T08:00:00,32.88,AUDIT_DONE
7405,94902,2023-07-25T01:00:00,ID_RENEWAL,4,126,passed,2023-08-24T01:00:00,171.94,
7406,16843,2024-06-21T06:00:00,BUSINESS_PERMIT,8,69,flagged,2024-07-01T06:00:00,974.07,AUDIT_DONE
7407,41872,2023-01-05T20:00:00,BUSINESS_PERMIT,9,64,passed,2023-02-12T20:00:00,190.18,
7408,22271,2024-01-26T15:00:00,FAMILY_STATUS,6,130,passed,2024-03-04T15:00:00,103.76,
7409,75380,2024-04-24T07:00:00,BIRTH_CERT,4,60,passed,2024-05-14T07:00:00,44.48,
7410,48144,2023-02-08T05:00:00,ID_RENEWAL,4,137,flagged,2023-03-24T05:00:00,1990.49,AUDIT_DONE
7411,23730,2023-12-01T13:00:00,BIRTH_CERT,10,75,passed,2024-01-25T13:00:00,91.7,
7412,70478,2023-06-22T14:00:00,BIRTH_CERT,12,135,passed,2023-07-01T14:00:00,148.63,
7413,56291,2024-02-15T04:00:00,TAX_CERT,5,139,passed,2024-04-01T04:00:00,114.89,
7414,68965,2023-06-13T08:00:00,TAX_CERT,11,35,flagged,2023-06-27T08:00:00,1193.27,AUDIT_DONE
7415,12981,2024-04-02T04:00:00,ID_RENEWAL,1,21,passed,2024-06-01T04:00:00,145.38,
7416,70243,2023-04-26T14:00:00,FAMILY_STATUS,6,164,passed,2023-06-01T14:00:00,138.71,
7417,49802,2024-05-06T07:00:00,FAMILY_STATUS,6,29,passed,2024-06-27T07:00:00,83.73,
7418,74350,2023-09-24T22:00:00,ID_RENEWAL,10,156,flagged,2023-10-03T22:00:00,1476.38,AUDIT_DONE
7419,77534,2024-02-13T15:00:00,ID_RENEWAL,11,126,passed,2024-04-05T15:00:00,168.68,
7420,38719,2023-08-29T00:00:00,ID_RENEWAL,3,74,rejected,2023-09-13T00:00:00,28.78,AUDIT_DONE
7421,25782,2023-01-10T17:00:00,FAMILY_STATUS,4,58,passed,2023-02-16T17:00:00,179.66,
7422,40121,2023-11-17T21:00:00,BIRTH_CERT,1,51,passed,2024-01-12T21:00:00,38.82,
7423,67805,2023-01-11T06:00:00,TAX_CERT,6,69,passed,2023-02-02T06:00:00,165.38,
7424,45463,2023-04-22T04:00:00,BIRTH_CERT,12,147,passed,2023-06-18T04:00:00,138.87,
7425,57838,2024-06-11T20:00:00,BIRTH_CERT,12,140,passed,2024-07-19T20:00:00,123.29,
7426,73042,2024-04-18T07:00:00,BIRTH_CERT,3,178,passed,2024-06-17T07:00:00,116.66,
7427,96876,2023-02-09T19:00:00,BIRTH_CERT,10,37,rejected,2023-04-08T19:00:00,11.76,AUDIT_DONE
7428,46232,2024-02-10T06:00:00,BUSINESS_PERMIT,10,25,passed,2024-02-18T06:00:00,83.91,
7429,18334,2024-04-16T17:00:00,BUSINESS_PERMIT,7,51,rejected,2024-05-27T17:00:00,38.42,AUDIT_DONE
7430,59784,2023-03-11T18:00:00,BIRTH_CERT,5,140,passed,2023-04-28T18:00:00,7.81,
7431,20729,2024-02-21T08:00:00,ID_RENEWAL,5,71,passed,2024-03-21T08:00:00,24.0,
7432,52326,2023-04-19T10:00:00,FAMILY_STATUS,5,172,passed,2023-05-07T10:00:00,155.64,
7433,74792,2024-04-15T07:00:00,TAX_CERT,1,27,rejected,2024-05-25T07:00:00,37.34,AUDIT_DONE
7434,93971,2023-12-12T16:00:00,BUSINESS_PERMIT,5,45,flagged,2023-12-29T16:00:00,819.8,AUDIT_DONE
7435,32024,2023-07-04T15:00:00,BUSINESS_PERMIT,12,96,passed,2023-09-02T15:00:00,137.45,
7436,60606,2023-05-31T07:00:00,BUSINESS_PERMIT,2,31,flagged,2023-06-11T07:00:00,1065.93,AUDIT_DONE
7437,86380,2023-08-28T17:00:00,BUSINESS_PERMIT,3,107,passed,2023-10-24T17:00:00,151.42,
7438,46059,2023-05-16T14:00:00,BUSINESS_PERMIT,8,120,passed,2023-07-06T14:00:00,114.37,
7439,53432,2023-01-28T11:00:00,BUSINESS_PERMIT,4,180,rejected,2023-03-22T11:00:00,47.63,AUDIT_DONE
7440,94768,2023-10-21T01:00:00,BIRTH_CERT,10,98,flagged,2023-12-11T01:00:00,1078.72,AUDIT_DONE
7441,62500,2024-03-23T20:00:00,TAX_CERT,10,130,passed,2024-04-17T20:00:00,85.42,
7442,12548,2023-05-09T18:00:00,FAMILY_STATUS,2,128,passed,2023-07-04T18:00:00,38.61,
7443,13058,2023-09-05T19:00:00,ID_RENEWAL,1,140,rejected,2023-09-12T19:00:00,4.27,AUDIT_DONE
7444,77949,2024-05-08T22:00:00,TAX_CERT,8,139,passed,2024-07-07T22:00:00,175.45,
7445,98979,2024-02-23T06:00:00,ID_RENEWAL,8,164,passed,2024-04-01T06:00:00,117.37,
7446,36065,2023-08-01T05:00:00,TAX_CERT,3,82,passed,2023-09-16T05:00:00,103.04,
7447,96482,2023-06-03T05:00:00,FAMILY_STATUS,8,67,passed,2023-06-26T05:00:00,174.73,
7448,88604,2023-10-18T09:00:00,TAX_CERT,8,42,passed,2023-12-09T09:00:00,182.73,
7449,19938,2023-10-25T09:00:00,BUSINESS_PERMIT,8,174,flagged,2023-12-23T09:00:00,1351.66,AUDIT_DONE
7450,85740,2023-11-16T00:00:00,FAMILY_STATUS,7,101,passed,2024-01-11T00:00:00,89.87,
7451,79714,2023-05-09T00:00:00,TAX_CERT,11,97,passed,2023-06-23T00:00:00,94.48,
7452,89308,2023-07-15T14:00:00,TAX_CERT,7,22,flagged,2023-09-06T14:00:00,957.09,AUDIT_DONE
7453,88657,2023-01-31T17:00:00,ID_RENEWAL,8,133,flagged,2023-02-08T17:00:00,1392.5,AUDIT_DONE
7454,38476,2023-07-01T16:00:00,FAMILY_STATUS,2,46,rejected,2023-08-02T16:00:00,47.13,AUDIT_DONE
7455,32460,2023-04-25T11:00:00,TAX_CERT,7,123,passed,2023-05-26T11:00:00,34.6,
7456,76517,2023-11-29T23:00:00,FAMILY_STATUS,2,156,passed,2023-12-14T23:00:00,63.38,
7457,43310,2023-10-25T07:00:00,ID_RENEWAL,8,173,passed,2023-12-03T07:00:00,108.22,
7458,34405,2023-04-12T05:00:00,ID_RENEWAL,6,179,passed,2023-05-04T05:00:00,8.63,
7459,73107,2023-03-13T17:00:00,BIRTH_CERT,3,129,flagged,2023-04-07T17:00:00,941.24,AUDIT_DONE
7460,37030,2024-02-11T21:00:00,ID_RENEWAL,7,111,rejected,2024-03-21T21:00:00,33.05,AUDIT_DONE
7461,89875,2023-07-17T03:00:00,TAX_CERT,8,44,passed,2023-09-01T03:00:00,53.3,
7462,80128,2024-05-01T11:00:00,FAMILY_STATUS,2,55,passed,2024-06-20T11:00:00,177.31,
7463,74836,2023-04-26T09:00:00,BIRTH_CERT,12,168,passed,2023-05-27T09:00:00,119.09,
7464,45627,2023-04-13T17:00:00,BIRTH_CERT,5,84,passed,2023-05-22T17:00:00,30.67,
7465,15139,2024-03-12T11:00:00,FAMILY_STATUS,4,132,passed,2024-04-04T11:00:00,181.32,
7466,38063,2024-02-17T17:00:00,FAMILY_STATUS,5,175,passed,2024-04-01T17:00:00,161.3,
7467,89740,2023-02-25T03:00:00,BIRTH_CERT,1,119,passed,2023-04-01T03:00:00,34.92,
7468,52058,2024-04-30T05:00:00,ID_RENEWAL,3,87,passed,2024-06-21T05:00:00,145.73,
7469,96781,2023-05-12T05:00:00,TAX_CERT,6,158,passed,2023-05-26T05:00:00,143.57,
7470,84724,2023-07-09T15:00:00,FAMILY_STATUS,3,96,passed,2023-09-03T15:00:00,57.09,
7471,81547,2023-11-19T20:00:00,TAX_CERT,1,64,passed,2023-12-16T20:00:00,90.59,
7472,59173,2023-12-05T08:00:00,BUSINESS_PERMIT,7,121,rejected,2024-01-20T08:00:00,7.43,AUDIT_DONE
7473,63361,2024-05-11T16:00:00,TAX_CERT,4,145,passed,2024-05-23T16:00:00,88.76,
7474,11706,2023-01-05T12:00:00,BIRTH_CERT,7,47,passed,2023-01-31T12:00:00,96.57,
7475,24596,2023-02-09T14:00:00,BUSINESS_PERMIT,4,120,flagged,2023-04-03T14:00:00,1003.79,AUDIT_DONE
7476,97534,2024-02-04T08:00:00,FAMILY_STATUS,9,4,passed,2024-03-22T08:00:00,13.78,
7477,57456,2023-11-07T08:00:00,BUSINESS_PERMIT,1,174,flagged,2023-12-23T08:00:00,1514.11,AUDIT_DONE
7478,19298,2023-12-07T00:00:00,FAMILY_STATUS,11,84,flagged,2024-01-02T00:00:00,1136.93,AUDIT_DONE
7479,27532,2023-07-03T04:00:00,TAX_CERT,9,58,flagged,2023-07-12T04:00:00,1655.75,AUDIT_DONE
7480,93196,2023-08-28T11:00:00,BUSINESS_PERMIT,2,21,passed,2023-10-06T11:00:00,154.65,
7481,80632,2023-07-13T13:00:00,FAMILY_STATUS,10,63,rejected,2023-08-11T13:00:00,36.76,AUDIT_DONE
7482,39997,2024-02-06T01:00:00,FAMILY_STATUS,8,2,passed,2024-02-29T01:00:00,158.8,
7483,18576,2023-04-18T15:00:00,ID_RENEWAL,6,156,passed,2023-05-22T15:00:00,87.51,
7484,68570,2023-09-27T10:00:00,BIRTH_CERT,7,52,rejected,2023-10-20T10:00:00,3.82,AUDIT_DONE
7485,89781,2024-02-11T03:00:00,BIRTH_CERT,3,108,passed,2024-04-03T03:00:00,105.51,
7486,87390,2024-05-13T11:00:00,BIRTH_CERT,6,130,flagged,2024-06-19T11:00:00,1033.42,AUDIT_DONE
7487,15655,2024-05-03T17:00:00,BIRTH_CERT,9,21,passed,2024-06-19T17:00:00,83.85,
7488,82572,2024-02-19T10:00:00,BUSINESS_PERMIT,2,27,passed,2024-03-29T10:00:00,191.53,
7489,93944,2023-10-20T20:00:00,BUSINESS_PERMIT,5,122,passed,2023-11-26T20:00:00,36.14,
7490,70574,2024-06-05T10:00:00,ID_RENEWAL,5,82,passed,2024-07-25T10:00:00,179.08,
7491,76521,2024-02-11T01:00:00,TAX_CERT,9,164,flagged,2024-03-24T01:00:00,1685.15,AUDIT_DONE
7492,31840,2023-11-16T17:00:00,BUSINESS_PERMIT,6,107,passed,2023-12-07T17:00:00,188.82,
7493,29704,2024-01-09T09:00:00,BUSINESS_PERMIT,2,19,flagged,2024-02-08T09:00:00,1186.1,AUDIT_DONE
7494,31214,2024-04-09T01:00:00,BUSINESS_PERMIT,2,165,passed,2024-05-10T01:00:00,188.81,
7495,26486,2024-02-15T19:00:00,BUSINESS_PERMIT,10,138,passed,2024-03-16T19:00:00,11.37,
7496,23361,2023-06-03T00:00:00,BUSINESS_PERMIT,1,143,passed,2023-08-01T00:00:00,79.61,
7497,50509,2023-10-12T22:00:00,BIRTH_CERT,7,11,passed,2023-11-28T22:00:00,137.25,
7498,37602,2023-07-25T05:00:00,BIRTH_CERT,4,125,passed,2023-09-04T05:00:00,138.9,
7499,42636,2024-06-17T06:00:00,TAX_CERT,12,58,passed,2024-07-31T06:00:00,17.78,
7500,92598,2024-01-02T09:00:00,TAX_CERT,9,84,rejected,2024-02-10T09:00:00,34.29,AUDIT_DONE
7501,68780,2023-01-09T12:00:00,ID_RENEWAL,7,112,passed,2023-02-24T12:00:00,51.74,
7502,10015,2023-02-05T18:00:00,ID_RENEWAL,1,6,passed,2023-02-17T18:00:00,107.39,
